"","Cluster","Gene_Clusters","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"18","a","a","GO:0090068","positive regulation of cell cycle process","57/1059","249/23210",1.81449628022628e-24,5.18038688004602e-22,3.85394765484318e-22,"12544/13205/68612/54141/27214/12189/23834/237877/11799/67141/12534/52679/20877/74335/19357/26934/67052/50850/14156/67849/240641/20873/227937/108907/13605/12545/12704/56150/71819/12530/76843/108911/268697/381293/18226/12532/229841/108961/50875/239336/12443/12447/19385/14165/105837/57913/16569/67628/230861/14056/19684/11792/18432/18148/15902/11504/14182",57
"19","a","a","GO:1902850","microtubule cytoskeleton organization involved in mitosis","41/1059","130/23210",1.19044321547648e-23,3.21983562333349e-21,2.3953959881499e-21,"66442/107995/16551/11799/17865/20877/67203/26934/67052/50850/13006/14048/18005/66977/72080/108907/72119/20878/20460/12615/56150/18817/71819/16571/223921/21335/226977/214444/268697/18226/229841/56742/70385/16211/18472/14165/16569/16765/66165/24061/24063",41
"20","a","a","GO:0045786","negative regulation of cell cycle","74/1059","452/23210",6.60945107576131e-22,1.69829845391687e-19,1.26344875300869e-19,"14235/57441/12189/23834/11799/67141/12534/52679/30939/270906/20877/21973/74335/19357/14199/67052/13006/18005/11636/18128/12235/20878/19650/20460/19891/11787/208628/56150/17193/12144/74041/18817/14155/327762/76843/22137/268465/214444/12236/268697/269582/229841/108961/77011/72440/26416/12237/70385/12443/12449/12317/17688/53817/28114/14165/12159/105837/71702/17685/57913/14056/12649/18432/24061/18148/235072/21974/15902/21981/56710/235559/17300/67874/52468",74
"21","a","a","GO:0051983","regulation of chromosome segregation","34/1059","104/23210",2.09204151254354e-20,5.11952444426727e-18,3.80866905942765e-18,"54141/23834/11799/67141/30939/20877/74335/19357/26934/67052/52563/14156/67849/18005/51944/12235/13605/73804/20460/12704/56150/58186/18817/17345/21335/22137/214444/12236/108911/268697/229841/12237/70385/105837",34
"22","a","a","GO:0034502","protein localization to chromosome","31/1059","85/23210",2.4756713135777e-20,5.78294312748901e-18,4.30221923967188e-18,"68275/12534/20877/71988/19357/83815/67052/67849/66634/19891/12615/18817/245474/22137/12236/108911/12190/216853/12237/70385/12462/12465/105837/17685/74493/12469/12466/14056/12461/223828/21454",31
"23","a","a","GO:0007051","spindle organization","42/1059","165/23210",3.19587552894177e-20,7.14069754053554e-18,5.31232033003043e-18,"22154/54141/66442/107995/16551/11799/17865/67141/20877/74470/26934/67052/50850/212307/13006/18005/66977/51944/72119/20878/20460/18817/71819/12316/16571/223921/21335/75786/268697/18226/229841/105988/56742/71909/16211/19385/74237/16569/13589/16765/66165/24061",42
"24","a","a","GO:0010948","negative regulation of cell cycle process","48/1059","226/23210",2.37056486773404e-19,5.07597202303551e-17,3.776268245443e-17,"12189/23834/11799/67141/12534/52679/30939/20877/74335/19357/14199/67052/13006/18005/12235/19650/20460/19891/56150/17193/12144/18817/76843/22137/214444/12236/268697/269582/229841/108961/77011/12237/70385/12443/12449/12317/17688/14165/12159/105837/57913/14056/12649/24061/18148/235072/235559/52468",48
"25","a","a","GO:0000075","cell cycle checkpoint","42/1059","178/23210",6.89163985393266e-19,1.4166454883744e-16,1.05391309260983e-16,"12189/23834/11799/12534/20877/21973/74335/67052/12235/20878/20460/19891/208628/56150/17193/12144/18817/14155/327762/76843/22137/268465/214444/12236/268697/269582/229841/77011/72440/26416/12237/70385/12443/53817/28114/105837/71702/17685/57913/12649/21974/235559",42
"26","a","a","GO:0033044","regulation of chromosome organization","59/1059","356/23210",5.89383293044226e-18,1.16493874729011e-15,8.66655919164626e-16,"12544/55982/13433/12189/23834/11799/109689/67141/19360/30939/20877/21973/74335/19357/70472/67052/52563/14156/67849/22596/18005/98956/12235/20460/12704/56150/18817/17345/245474/21335/218973/22137/20937/214444/12236/208084/268697/229841/12237/70385/57741/11991/12462/17216/53379/84505/12465/105837/70640/74493/12469/12466/12649/12461/223828/21454/14461/219150/16392",59
"27","a","a","GO:0051304","chromosome separation","30/1059","95/23210",1.09544421838584e-17,2.08499549566105e-15,1.55113193028357e-15,"23834/11799/67141/30939/20877/21973/74335/19357/67052/52563/12235/20460/12704/56150/18817/215387/78658/21335/68298/22137/268465/214444/12236/268697/229841/105988/12237/70385/105837/21974",30
"28","a","a","GO:0006310","DNA recombination","51/1059","280/23210",1.85374035797848e-17,3.40227560701836e-15,2.53112217299919e-15,"12544/68275/55982/17218/12189/237877/19360/21973/74335/22596/227525/19361/66634/56456/19891/57434/12545/58186/19362/12144/237911/75317/60530/226409/268465/26909/208084/12190/216853/212377/97165/16881/60344/18861/17216/17688/94232/17217/17685/15510/98415/17220/272551/12649/11792/17215/15289/21974/235559/97827/623474",51
"29","a","a","GO:0044786","cell cycle DNA replication","22/1059","48/23210",2.26963095880188e-17,3.87232287618821e-15,2.88081373323001e-15,"12544/27214/17218/18968/237877/67141/52679/13006/19361/18538/12545/327762/12190/108961/16881/17216/17688/17217/17220/24061/17215/14182",22
"30","a","a","GO:0072001","renal system development","53/1059","302/23210",2.31646751579554e-17,3.87232287618821e-15,2.88081373323001e-15,"16869/21410/445007/14634/74107/14048/108000/18128/228357/16449/12125/58198/56198/20474/231470/234865/18993/14234/83557/103468/14165/12159/13838/18510/55994/71805/14260/59015/13642/18654/17260/19378/218772/15902/243931/11600/107587/11504/18552/18186/269152/93840/14013/19126/14182/73230/76365/24063/18131/23967/17300/14734/15229",53
"31","a","a","GO:1901991","negative regulation of mitotic cell cycle phase transition","36/1059","143/23210",2.33590210472533e-17,3.87232287618821e-15,2.88081373323001e-15,"12189/23834/11799/67141/12534/52679/20877/74335/19357/14199/67052/12235/19650/20460/19891/56150/17193/12144/18817/22137/214444/12236/268697/269582/229841/77011/12237/70385/12443/105837/57913/14056/12649/235072/235559/52468",36
"32","a","a","GO:0045930","negative regulation of mitotic cell cycle","46/1059","233/23210",2.77274735970659e-17,4.45285896297879e-15,3.31270342449155e-15,"12189/23834/11799/67141/12534/52679/30939/20877/21973/74335/19357/14199/67052/12235/19650/20460/19891/208628/56150/17193/12144/74041/18817/22137/268465/214444/12236/268697/269582/229841/77011/12237/70385/12443/12159/105837/17685/57913/14056/12649/235072/21974/56710/235559/17300/52468",46
"33","a","a","GO:0001655","urogenital system development","57/1059","346/23210",2.88233096261309e-17,4.48857539905111e-15,3.33927465907838e-15,"16869/21410/445007/14634/74107/15201/14048/108000/18128/228357/16449/12125/58198/14155/56198/20474/231470/234865/18993/14234/83557/103468/14165/12159/13838/18510/55994/14228/71805/14260/59015/13642/18654/17260/19378/14461/218772/15902/243931/11600/107587/11504/18552/18186/269152/93840/14013/19126/14182/73230/76365/24063/18131/23967/17300/14734/15229",57
"34","a","a","GO:0051054","positive regulation of DNA metabolic process","47/1059","245/23210",4.11188503686142e-17,6.21499329542083e-15,4.62364286497853e-15,"14235/55982/27214/13433/12189/237877/12534/52679/19360/20877/14048/22596/18005/19361/18538/12545/72151/12144/245474/327762/216853/108961/56351/18861/11991/12462/53379/84505/53817/15519/14165/12465/106344/17685/74493/12469/12466/12461/223828/18148/21454/21974/219150/64074/15234/14182/319955",47
"35","a","a","GO:0006302","double-strand break repair","44/1059","220/23210",8.2367552483341e-17,1.18189111237146e-14,8.79267627355957e-15,"12544/68275/14235/17218/18968/12189/19360/74335/71988/19357/67849/14048/22596/227525/19361/66634/19891/57434/12545/19362/12144/237911/75317/60530/327762/268465/12190/216853/212377/16881/60344/17216/94232/110052/17217/17685/98415/17220/272551/12649/17215/21974/97827/623474",44
"36","a","a","GO:0000723","telomere maintenance","33/1059","124/23210",8.27944737212933e-17,1.18189111237146e-14,8.79267627355957e-15,"68275/19360/20877/74335/22596/18005/227525/98956/19361/18538/12448/19891/12144/245474/327762/208084/12190/216853/56351/11991/12462/12447/53379/15519/12465/70640/74493/12469/12466/12461/11792/21454/219150",33
"37","a","a","GO:0045931","positive regulation of mitotic cell cycle","38/1059","166/23210",9.56575200260072e-17,1.32860539300987e-14,9.88415683455073e-15,"12544/13205/68612/27214/72349/11799/67141/12534/74335/67052/67849/240641/108907/12545/56150/12530/76843/108911/12190/268697/18226/12532/229841/50875/12443/12447/19385/18472/14165/105837/67628/19684/11792/15289/11504/64074/17536/14182",38
"38","a","a","GO:0032200","telomere organization","33/1059","126/23210",1.3959610934666e-16,1.88785369982234e-14,1.40446833558745e-14,"68275/19360/20877/74335/22596/18005/227525/98956/19361/18538/12448/19891/12144/245474/327762/208084/12190/216853/56351/11991/12462/12447/53379/15519/12465/70640/74493/12469/12466/12461/11792/21454/219150",33
"39","a","a","GO:1901988","negative regulation of cell cycle phase transition","37/1059","160/23210",1.70551351741563e-16,2.24734204256383e-14,1.67190960735589e-14,"12189/23834/11799/67141/12534/52679/20877/74335/19357/14199/67052/12235/19650/20460/19891/56150/17193/12144/18817/76843/22137/214444/12236/268697/269582/229841/77011/12237/70385/12443/105837/57913/14056/12649/235072/235559/52468",37
"40","a","a","GO:0044839","cell cycle G2/M phase transition","33/1059","127/23210",1.80501371108218e-16,2.31899136531283e-14,1.72521310490802e-14,"14235/55982/12189/23834/237877/11799/67141/12534/19357/14199/108000/67121/12428/12545/12704/17193/12144/77035/18817/12530/76843/108911/268697/381293/269582/12532/77011/27401/12443/12649/18148/12013/235559",33
"41","a","a","GO:0010965","regulation of mitotic sister chromatid separation","23/1059","58/23210",2.19795360141965e-16,2.75494720919405e-14,2.04954235695922e-14,"23834/11799/67141/30939/20877/74335/19357/67052/52563/12235/20460/12704/56150/18817/21335/22137/214444/12236/268697/229841/12237/70385/105837",23
"42","a","a","GO:0007093","mitotic cell cycle checkpoint","33/1059","130/23210",3.83929866949913e-16,4.69765615775144e-14,3.49482024251149e-14,"12189/23834/11799/12534/20877/21973/74335/67052/12235/20460/19891/208628/56150/17193/12144/18817/22137/268465/214444/12236/268697/269582/229841/77011/12237/70385/12443/105837/17685/57913/12649/21974/235559",33
"43","a","a","GO:0071103","DNA conformation change","42/1059","210/23210",4.15618262956141e-16,4.96712151937584e-14,3.69528893771531e-14,"68275/27221/66929/54392/12534/19360/21973/66336/67849/15201/108907/19361/14211/59001/12144/70099/215387/78658/226409/68298/20937/208084/268697/76044/381280/230936/56086/70645/57741/17216/53379/17217/110749/50927/17220/20586/20588/18148/53605/15289/21974/15364",42
"44","a","a","GO:0000086","G2/M transition of mitotic cell cycle","30/1059","110/23210",1.00502806739228e-15,1.17382709962021e-13,8.73268406882476e-14,"14235/12189/23834/11799/67141/12534/19357/14199/108000/67121/12428/12545/12704/17193/12144/77035/18817/12530/76843/108911/268697/381293/269582/12532/77011/27401/12443/12649/12013/235559",30
"45","a","a","GO:0051306","mitotic sister chromatid separation","23/1059","62/23210",1.25165864058265e-15,1.42939416754538e-13,1.06339746961314e-13,"23834/11799/67141/30939/20877/74335/19357/67052/52563/12235/20460/12704/56150/18817/21335/22137/214444/12236/268697/229841/12237/70385/105837",23
"46","a","a","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","22/1059","57/23210",1.95229949060459e-15,2.18105806135152e-13,1.62259765443384e-13,"23834/11799/67141/20877/74335/19357/67052/52563/12235/20460/12704/56150/18817/21335/22137/214444/12236/268697/229841/12237/70385/105837",22
"47","a","a","GO:0007088","regulation of mitotic nuclear division","36/1059","163/23210",2.05452869619174e-15,2.24019828513055e-13,1.66659501061934e-13,"68612/16551/23834/11799/67141/30939/20877/74335/19357/67052/52563/67849/240641/13006/18005/108907/12235/20460/12704/56150/18817/17345/21335/22137/214444/12236/268697/18226/229841/12237/70385/19385/12159/105837/12649/24061",36
"48","a","a","GO:0007052","mitotic spindle organization","29/1059","105/23210",2.09242104857495e-15,2.24019828513055e-13,1.66659501061934e-13,"66442/107995/16551/11799/17865/20877/26934/67052/50850/13006/18005/66977/72119/20878/20460/18817/71819/16571/223921/21335/268697/18226/229841/56742/16211/16569/16765/66165/24061",29
"49","a","a","GO:0001822","kidney development","48/1059","281/23210",2.26168116458961e-15,2.37199581731143e-13,1.76464575505681e-13,"16869/21410/445007/14634/14048/108000/18128/228357/16449/12125/58198/56198/20474/231470/234865/18993/14234/83557/103468/14165/12159/13838/18510/55994/14260/59015/13642/18654/17260/218772/15902/243931/11600/107587/11504/18552/18186/269152/93840/19126/14182/73230/24063/18131/23967/17300/14734/15229",48
"50","a","a","GO:0051321","meiotic cell cycle","51/1059","314/23210",2.51674321293642e-15,2.58670867425605e-13,1.92438133671264e-13,"68275/107995/67141/19360/30939/21973/19357/13006/18005/64707/66977/67121/228421/19361/12235/20878/12448/14211/72787/18817/17345/17427/12530/12316/211651/237911/70099/215387/78658/60530/68298/22137/268465/26909/12236/12190/12532/105988/12237/18861/12447/12317/17688/28114/74237/230861/24061/21974/235559/15364/623474",51
"51","a","a","GO:1905818","regulation of chromosome separation","23/1059","64/23210",2.81978261394691e-15,2.84134565746533e-13,2.113818463128e-13,"23834/11799/67141/30939/20877/74335/19357/67052/52563/12235/20460/12704/56150/18817/21335/22137/214444/12236/268697/229841/12237/70385/105837",23
"52","a","a","GO:0051783","regulation of nuclear division","39/1059","195/23210",4.69871918284369e-15,4.57119926615122e-13,3.40074266643341e-13,"68612/107995/16551/23834/11799/67141/30939/20877/74335/19357/67052/52563/67849/240641/13006/18005/108907/12235/20460/12704/56150/18817/17345/21335/22137/214444/12236/268697/18226/229841/12237/70385/12317/19385/12159/105837/230861/12649/24061",39
"53","a","a","GO:2000816","negative regulation of mitotic sister chromatid separation","19/1059","42/23210",4.71441060723905e-15,4.57119926615122e-13,3.40074266643341e-13,"11799/67141/30939/20877/74335/19357/67052/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/105837",19
"54","a","a","GO:0044784","metaphase/anaphase transition of cell cycle","22/1059","60/23210",6.94755602772411e-15,6.61175748638411e-13,4.91881549565184e-13,"23834/11799/67141/20877/74335/19357/67052/52563/12235/20460/12704/56150/18817/21335/22137/214444/12236/268697/229841/12237/70385/105837",22
"55","a","a","GO:1903046","meiotic cell cycle process","39/1059","198/23210",7.98329776281518e-15,7.45930312783768e-13,5.54934688508033e-13,"107995/67141/19360/30939/21973/64707/66977/67121/228421/19361/12235/20878/12448/14211/72787/18817/12530/12316/211651/237911/70099/215387/78658/60530/68298/22137/268465/12236/12190/12532/105988/12447/12317/17688/28114/230861/21974/235559/623474",39
"56","a","a","GO:0045839","negative regulation of mitotic nuclear division","21/1059","55/23210",1.10118476524411e-14,1.01053366224812e-12,7.51786290858382e-13,"11799/67141/30939/20877/74335/19357/67052/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/12159/105837/12649",21
"57","a","a","GO:1901989","positive regulation of cell cycle phase transition","27/1059","96/23210",1.18200022296943e-14,1.06566651681401e-12,7.92802365618643e-13,"12544/13205/68612/27214/237877/11799/67141/12534/67849/12545/12530/76843/108911/268697/12532/229841/50875/12443/12447/14165/105837/67628/14056/19684/11792/18148/11504",27
"58","a","a","GO:1905819","negative regulation of chromosome separation","19/1059","44/23210",1.36285770429542e-14,1.207538921099e-12,8.983483088931e-13,"11799/67141/30939/20877/74335/19357/67052/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/105837",19
"59","a","a","GO:0033047","regulation of mitotic sister chromatid segregation","23/1059","69/23210",1.85829282796228e-14,1.61860454964376e-12,1.20416049084014e-12,"23834/11799/67141/30939/20877/74335/19357/67052/52563/12235/20460/12704/56150/18817/21335/22137/214444/12236/268697/229841/12237/70385/105837",23
"60","a","a","GO:0033045","regulation of sister chromatid segregation","25/1059","83/23210",1.96498168114311e-14,1.68300680989908e-12,1.25207253787926e-12,"23834/11799/67141/30939/20877/74335/19357/67052/52563/14156/67849/12235/20460/12704/56150/18817/21335/22137/214444/12236/268697/229841/12237/70385/105837",25
"61","a","a","GO:0033048","negative regulation of mitotic sister chromatid segregation","19/1059","45/23210",2.25849256851419e-14,1.90268742780236e-12,1.41550388418352e-12,"11799/67141/30939/20877/74335/19357/67052/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/105837",19
"62","a","a","GO:0071897","DNA biosynthetic process","35/1059","167/23210",2.71571709552202e-14,2.25097905707865e-12,1.67461536348658e-12,"68275/18968/19360/20877/21877/22596/18005/98956/18538/72151/245474/76843/21781/208084/216853/16881/56351/11991/12462/53379/18973/53817/15519/12465/106344/70640/12469/12466/12649/12461/18148/21454/219150/64074/15234",35
"63","a","a","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","18/1059","41/23210",4.76105678484885e-14,3.88366203449813e-12,2.8892494975056e-12,"11799/67141/20877/74335/19357/67052/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/105837",18
"64","a","a","GO:0033046","negative regulation of sister chromatid segregation","19/1059","47/23210",5.92127632526547e-14,4.75459984930301e-12,3.53718348904016e-12,"11799/67141/30939/20877/74335/19357/67052/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/105837",19
"65","a","a","GO:0030071","regulation of mitotic metaphase/anaphase transition","20/1059","53/23210",6.1854985672205e-14,4.89035032876095e-12,3.63817502771577e-12,"23834/11799/67141/20877/74335/19357/67052/52563/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/105837",20
"66","a","a","GO:0006403","RNA localization","35/1059","172/23210",6.90479403340974e-14,5.37632371783222e-12,3.99971482126702e-12,"68278/445007/21681/72787/54563/110379/245474/223921/227715/234865/216853/18226/15382/103468/432508/24015/72124/68879/53379/140486/53817/103573/225027/70640/23881/19384/140488/71805/12461/59015/107939/18148/21454/109095/276770",35
"67","a","a","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","18/1059","43/23210",1.31403271147571e-13,1.0078827021304e-11,7.49814109674748e-12,"11799/67141/20877/74335/19357/67052/12235/20460/56150/18817/22137/214444/12236/268697/229841/12237/70385/105837",18
